date,NASDAQ,S&P 500,ETF,Clean Energy,Renewable Energy,Clean Tech Stocks
2017-04-05,20.0,18.0,0.0,45.0,60.0,84.0,12.0
2017-04-06,21.0,18.0,0.0,46.0,55.0,85.0,12.0
2017-04-07,19.0,15.0,0.0,42.0,46.0,67.0,20.0
2017-04-08,6.0,7.0,0.0,23.0,22.0,39.0,9.0
2017-04-09,5.0,5.0,0.0,23.0,26.0,47.0,7.0
2017-04-10,18.0,15.0,0.0,43.0,48.0,82.0,14.0
2017-04-11,21.0,17.0,0.0,44.0,58.0,86.0,13.0
2017-04-12,21.0,16.0,0.0,42.0,60.0,77.0,14.0
2017-04-13,20.0,15.0,0.0,39.0,46.0,67.0,14.0
2017-04-14,12.0,10.0,0.0,27.0,36.0,52.0,9.0
2017-04-15,6.0,6.0,0.0,20.0,19.0,41.0,7.0
2017-04-16,6.0,5.0,0.0,23.0,25.0,40.0,5.0
2017-04-17,18.0,15.0,0.0,37.0,44.0,70.0,11.0
2017-04-18,19.0,18.0,0.0,41.0,52.0,92.0,11.0
2017-04-19,19.0,16.0,0.0,38.0,58.0,89.0,13.0
2017-04-20,20.0,17.0,0.0,38.0,53.0,88.0,12.0
2017-04-21,18.0,15.0,0.0,38.0,49.0,74.0,12.0
2017-04-22,7.0,6.0,0.0,23.0,28.0,47.0,7.0
2017-04-23,5.0,6.0,0.0,21.0,28.0,55.0,5.0
2017-04-24,22.0,18.0,0.0,41.0,60.0,95.0,13.0
2017-04-25,26.0,20.0,0.0,43.0,57.0,97.0,12.0
2017-04-26,25.0,19.0,0.0,42.0,61.0,92.0,12.0
2017-04-27,24.0,19.0,0.0,41.0,57.0,88.0,12.0
2017-04-28,22.0,17.0,0.0,40.0,45.0,71.0,11.0
2017-04-29,8.0,7.0,0.0,22.0,28.0,44.0,7.0
2017-04-30,6.0,5.0,0.0,23.0,30.0,56.0,6.0
2017-05-01,21.0,17.0,0.0,38.0,57.0,98.0,11.0
2017-05-02,24.0,18.0,0.0,43.0,57.0,98.0,12.0
2017-05-03,23.0,17.0,0.0,42.0,55.0,94.0,12.0
2017-05-04,22.0,16.0,0.0,45.0,59.0,95.0,16.0
2017-05-05,20.0,15.0,0.0,42.0,44.0,81.0,17.0
2017-05-06,8.0,7.0,0.0,26.0,28.0,44.0,8.0
2017-05-07,6.0,7.0,0.0,27.0,24.0,59.0,7.0
2017-05-08,20.0,15.0,0.0,44.0,54.0,90.0,13.0
2017-05-09,23.0,17.0,0.0,45.0,59.0,98.0,13.0
2017-05-10,22.0,15.0,0.0,42.0,51.0,86.0,13.0
2017-05-11,23.0,17.0,0.0,41.0,55.0,92.0,12.0
2017-05-12,19.0,15.0,0.0,40.0,47.0,72.0,11.0
2017-05-13,8.0,6.0,0.0,24.0,25.0,46.0,6.0
2017-05-14,6.0,6.0,0.0,26.0,20.0,49.0,5.0
2017-05-15,20.0,17.0,0.0,47.0,49.0,93.0,14.0
2017-05-16,22.0,17.0,0.0,45.0,57.0,89.0,13.0
2017-05-17,26.0,22.0,0.0,45.0,46.0,88.0,12.0
2017-05-18,27.0,24.0,0.0,45.0,47.0,87.0,11.0
2017-05-19,22.0,18.0,0.0,41.0,39.0,66.0,11.0
2017-05-20,8.0,6.0,0.0,25.0,22.0,43.0,7.0
2017-05-21,7.0,4.0,0.0,23.0,27.0,45.0,6.0
2017-05-22,20.0,15.0,0.0,41.0,51.0,85.0,11.0
2017-05-23,21.0,19.0,0.0,40.0,48.0,86.0,12.0
2017-05-24,21.0,18.0,0.0,41.0,44.0,74.0,12.0
2017-05-25,22.0,19.0,0.0,43.0,50.0,74.0,14.0
2017-05-26,20.0,16.0,0.0,36.0,34.0,60.0,12.0
2017-05-27,31.0,6.0,0.0,22.0,23.0,40.0,7.0
2017-05-28,6.0,5.0,0.0,23.0,19.0,41.0,5.0
2017-05-29,12.0,6.0,0.0,30.0,36.0,62.0,8.0
2017-05-30,20.0,17.0,0.0,36.0,51.0,71.0,11.0
2017-05-31,20.0,15.0,0.0,38.0,49.0,80.0,12.0
2017-06-01,20.0,16.0,0.0,39.0,77.0,89.0,12.0
2017-06-02,22.0,19.0,0.0,37.0,100.0,100.0,12.0
2017-06-03,7.0,6.0,0.0,24.0,55.0,63.0,6.0
2017-06-04,7.0,6.0,0.0,24.0,43.0,55.0,6.0
2017-06-05,19.0,17.0,0.0,38.0,58.0,82.0,15.0
2017-06-06,20.0,16.0,0.0,42.0,61.0,81.0,13.0
2017-06-07,20.0,16.0,0.0,39.0,62.0,79.0,16.0
2017-06-08,20.0,16.0,0.0,38.0,55.0,78.0,14.0
2017-06-09,36.0,17.0,0.0,39.0,48.0,56.0,13.0
2017-06-10,14.0,6.0,0.0,24.0,27.0,39.0,6.0
2017-06-11,8.0,5.0,0.0,25.0,26.0,50.0,6.0
2017-06-12,29.0,15.0,0.0,40.0,43.0,64.0,12.0
2017-06-13,25.0,16.0,0.0,40.0,50.0,63.0,12.0
2017-06-14,23.0,17.0,0.0,39.0,50.0,66.0,15.0
2017-06-15,25.0,16.0,0.0,38.0,51.0,67.0,14.0
2017-06-16,22.0,15.0,0.0,37.0,43.0,55.0,12.0
2017-06-17,8.0,5.0,0.0,22.0,30.0,34.0,7.0
2017-06-18,7.0,5.0,0.0,24.0,24.0,40.0,6.0
2017-06-19,22.0,17.0,0.0,37.0,40.0,65.0,13.0
2017-06-20,23.0,17.0,0.0,41.0,54.0,60.0,18.0
2017-06-21,23.0,17.0,0.0,39.0,47.0,60.0,20.0
2017-06-22,23.0,15.0,0.0,39.0,41.0,64.0,17.0
2017-06-23,22.0,16.0,0.0,37.0,45.0,54.0,13.0
2017-06-24,7.0,6.0,0.0,23.0,31.0,30.0,7.0
2017-06-25,6.0,5.0,0.0,24.0,24.0,36.0,7.0
2017-06-26,21.0,16.0,0.0,43.0,52.0,54.0,15.0
2017-06-27,22.0,15.0,0.0,41.0,50.0,53.0,14.0
2017-06-28,26.0,18.0,0.0,43.0,41.0,55.0,13.0
2017-06-29,27.0,18.0,0.0,41.0,35.0,54.0,12.0
2017-06-30,24.0,16.0,0.0,37.0,40.0,49.0,13.0
2017-07-01,7.0,5.0,0.0,22.0,22.0,32.0,6.0
2017-07-02,6.0,5.0,0.0,25.0,21.0,38.0,6.0
2017-07-03,23.0,13.0,0.0,35.0,37.0,50.0,11.0
2017-07-04,20.0,8.0,0.0,32.0,36.0,48.0,10.0
2017-07-05,23.0,15.0,0.0,39.0,41.0,56.0,15.0
2017-07-06,24.0,15.0,0.0,40.0,44.0,60.0,13.0
2017-07-07,22.0,16.0,0.0,37.0,47.0,50.0,13.0
2017-07-08,7.0,6.0,0.0,22.0,27.0,31.0,8.0
2017-07-09,6.0,5.0,0.0,25.0,26.0,42.0,7.0
2017-07-10,19.0,15.0,0.0,37.0,47.0,55.0,12.0
2017-07-11,21.0,14.0,0.0,40.0,49.0,57.0,12.0
2017-07-12,22.0,15.0,0.0,41.0,45.0,51.0,13.0
2017-07-13,22.0,16.0,0.0,39.0,43.0,57.0,12.0
2017-07-14,22.0,16.0,0.0,37.0,36.0,45.0,11.0
2017-07-15,7.0,6.0,0.0,23.0,22.0,34.0,6.0
2017-07-16,6.0,5.0,0.0,21.0,22.0,37.0,6.0
2017-07-17,19.0,18.0,0.0,37.0,49.0,57.0,11.0
2017-07-18,24.0,16.0,0.0,38.0,52.0,52.0,12.0
2017-07-19,23.0,17.0,0.0,40.0,43.0,57.0,13.0
2017-07-20,24.0,19.0,0.0,38.0,40.0,50.0,12.0
2017-07-21,21.0,15.0,0.0,33.0,37.0,45.0,11.0
2017-07-22,7.0,5.0,0.0,22.0,22.0,34.0,6.0
2017-07-23,6.0,6.0,0.0,23.0,25.0,37.0,6.0
2017-07-24,22.0,14.0,0.0,36.0,41.0,54.0,12.0
2017-07-25,24.0,18.0,0.0,38.0,46.0,58.0,13.0
2017-07-26,25.0,18.0,0.0,39.0,41.0,60.0,14.0
2017-07-27,30.0,19.0,0.0,41.0,39.0,55.0,12.0
2017-07-28,25.0,18.0,0.0,35.0,42.0,44.0,12.0
2017-07-29,9.0,6.0,0.0,20.0,26.0,39.0,7.0
2017-07-30,7.0,5.0,0.0,23.0,24.0,36.0,6.0
2017-07-31,22.0,17.0,0.0,36.0,36.0,52.0,13.0
2017-08-01,26.0,20.0,0.0,42.0,39.0,60.0,15.0
2017-08-02,26.0,20.0,0.0,40.0,45.0,53.0,13.0
2017-08-03,25.0,19.0,0.0,39.0,43.0,59.0,12.0
2017-08-04,23.0,19.0,0.0,38.0,43.0,51.0,11.0
2017-08-05,7.0,7.0,0.0,26.0,20.0,36.0,6.0
2017-08-06,7.0,5.0,0.0,25.0,22.0,34.0,5.0
2017-08-07,22.0,17.0,0.0,40.0,41.0,51.0,11.0
2017-08-08,24.0,18.0,0.0,42.0,45.0,54.0,12.0
2017-08-09,24.0,19.0,0.0,41.0,43.0,60.0,12.0
2017-08-10,26.0,20.0,0.0,42.0,38.0,57.0,12.0
2017-08-11,26.0,21.0,0.0,37.0,36.0,45.0,11.0
2017-08-12,7.0,7.0,0.0,21.0,25.0,32.0,6.0
2017-08-13,6.0,5.0,0.0,21.0,24.0,35.0,6.0
2017-08-14,21.0,18.0,0.0,36.0,41.0,52.0,11.0
2017-08-15,23.0,19.0,0.0,35.0,40.0,52.0,12.0
2017-08-16,23.0,18.0,0.0,38.0,34.0,59.0,12.0
2017-08-17,23.0,19.0,0.0,39.0,38.0,58.0,11.0
2017-08-18,23.0,21.0,0.0,36.0,40.0,50.0,11.0
2017-08-19,7.0,7.0,0.0,21.0,23.0,32.0,6.0
2017-08-20,6.0,4.0,0.0,21.0,24.0,40.0,5.0
2017-08-21,20.0,17.0,0.0,31.0,39.0,54.0,11.0
2017-08-22,23.0,19.0,0.0,36.0,36.0,54.0,10.0
2017-08-23,22.0,17.0,0.0,35.0,46.0,52.0,10.0
2017-08-24,21.0,17.0,0.0,34.0,49.0,57.0,11.0
2017-08-25,20.0,15.0,0.0,32.0,34.0,46.0,10.0
2017-08-26,7.0,6.0,0.0,21.0,18.0,32.0,7.0
2017-08-27,4.0,4.0,0.0,21.0,22.0,35.0,7.0
2017-08-28,19.0,15.0,0.0,35.0,40.0,57.0,14.0
2017-08-29,23.0,18.0,0.0,39.0,36.0,56.0,14.0
2017-08-30,22.0,17.0,0.0,37.0,40.0,60.0,13.0
2017-08-31,22.0,18.0,0.0,41.0,43.0,53.0,14.0
2017-09-01,22.0,18.0,0.0,38.0,35.0,45.0,13.0
2017-09-02,7.0,6.0,0.0,24.0,22.0,33.0,8.0
2017-09-03,6.0,6.0,0.0,24.0,25.0,38.0,7.0
2017-09-04,13.0,7.0,0.0,33.0,34.0,55.0,9.0
2017-09-05,23.0,18.0,0.0,40.0,47.0,60.0,12.0
2017-09-06,22.0,18.0,0.0,40.0,49.0,61.0,12.0
2017-09-07,23.0,15.0,0.0,39.0,48.0,64.0,12.0
2017-09-08,20.0,13.0,0.0,38.0,40.0,54.0,11.0
2017-09-09,7.0,5.0,0.0,22.0,21.0,39.0,7.0
2017-09-10,5.0,4.0,0.0,22.0,25.0,48.0,7.0
2017-09-11,20.0,15.0,0.0,38.0,38.0,68.0,11.0
2017-09-12,24.0,19.0,0.0,40.0,45.0,62.0,11.0
2017-09-13,23.0,18.0,0.0,39.0,44.0,67.0,11.0
2017-09-14,23.0,18.0,0.0,40.0,42.0,63.0,11.0
2017-09-15,20.0,16.0,0.0,37.0,48.0,56.0,11.0
2017-09-16,7.0,6.0,0.0,24.0,28.0,40.0,7.0
2017-09-17,6.0,5.0,0.0,23.0,25.0,43.0,6.0
2017-09-18,20.0,18.0,0.0,40.0,45.0,70.0,11.0
2017-09-19,22.0,19.0,0.0,40.0,48.0,71.0,11.0
2017-09-20,23.0,18.0,0.0,39.0,51.0,67.0,12.0
2017-09-21,23.0,16.0,0.0,39.0,48.0,67.0,11.0
2017-09-22,20.0,15.0,0.0,38.0,45.0,60.0,10.0
2017-09-23,7.0,6.0,0.0,20.0,20.0,37.0,5.0
2017-09-24,6.0,4.0,0.0,21.0,20.0,46.0,6.0
2017-09-25,22.0,15.0,0.0,36.0,45.0,59.0,12.0
2017-09-26,23.0,17.0,0.0,40.0,50.0,69.0,13.0
2017-09-27,24.0,17.0,0.0,40.0,46.0,70.0,13.0
2017-09-28,25.0,16.0,0.0,40.0,46.0,64.0,12.0
2017-09-29,22.0,16.0,0.0,39.0,35.0,54.0,11.0
2017-09-30,8.0,7.0,0.0,24.0,20.0,33.0,7.0
2017-10-01,5.0,6.0,0.0,24.0,24.0,37.0,6.0
2017-10-02,21.0,17.0,0.0,38.0,40.0,58.0,12.0
2017-10-03,23.0,17.0,0.0,43.0,48.0,71.0,11.0
2017-10-04,23.0,18.0,0.0,44.0,42.0,68.0,11.0
2017-10-05,23.0,18.0,0.0,41.0,49.0,79.0,11.0
2017-10-06,21.0,19.0,0.0,40.0,43.0,57.0,10.0
2017-10-07,7.0,7.0,0.0,27.0,25.0,39.0,6.0
2017-10-08,7.0,6.0,0.0,28.0,35.0,47.0,6.0
2017-10-09,20.0,15.0,0.0,40.0,51.0,76.0,10.0
2017-10-10,22.0,17.0,0.0,43.0,61.0,77.0,10.0
2017-10-11,23.0,18.0,0.0,42.0,48.0,77.0,10.0
2017-10-12,25.0,17.0,0.0,46.0,49.0,79.0,10.0
2017-10-13,20.0,18.0,0.0,42.0,49.0,63.0,10.0
2017-10-14,7.0,7.0,0.0,28.0,26.0,38.0,6.0
2017-10-15,7.0,6.0,0.0,27.0,30.0,49.0,6.0
2017-10-16,22.0,16.0,0.0,42.0,51.0,78.0,11.0
2017-10-17,21.0,18.0,0.0,46.0,59.0,79.0,11.0
2017-10-18,23.0,18.0,0.0,46.0,54.0,76.0,11.0
2017-10-19,25.0,18.0,0.0,43.0,48.0,69.0,10.0
2017-10-20,23.0,19.0,0.0,40.0,39.0,62.0,9.0
2017-10-21,8.0,6.0,0.0,24.0,24.0,39.0,6.0
2017-10-22,7.0,5.0,0.0,27.0,32.0,44.0,5.0
2017-10-23,22.0,17.0,0.0,42.0,50.0,79.0,10.0
2017-10-24,24.0,18.0,0.0,48.0,51.0,82.0,10.0
2017-10-25,25.0,18.0,0.0,43.0,55.0,79.0,10.0
2017-10-26,27.0,18.0,0.0,42.0,53.0,79.0,10.0
2017-10-27,30.0,19.0,0.0,45.0,44.0,67.0,11.0
2017-10-28,10.0,7.0,0.0,28.0,20.0,38.0,7.0
2017-10-29,7.0,6.0,0.0,31.0,25.0,48.0,6.0
2017-10-30,24.0,17.0,0.0,47.0,55.0,74.0,12.0
2017-10-31,25.0,18.0,0.0,46.0,54.0,78.0,12.0
2017-11-01,28.0,20.0,0.0,54.0,50.0,84.0,13.0
2017-11-02,28.0,17.0,0.0,48.0,46.0,81.0,12.0
2017-11-03,25.0,17.0,0.0,46.0,50.0,67.0,12.0
2017-11-04,10.0,7.0,0.0,30.0,21.0,42.0,8.0
2017-11-05,7.0,6.0,0.0,34.0,28.0,55.0,7.0
2017-11-06,26.0,17.0,0.0,46.0,49.0,82.0,16.0
2017-11-07,26.0,18.0,0.0,56.0,52.0,84.0,18.0
2017-11-08,27.0,18.0,0.0,49.0,52.0,87.0,16.0
2017-11-09,28.0,19.0,0.0,51.0,53.0,88.0,14.0
2017-11-10,25.0,18.0,0.0,45.0,41.0,63.0,13.0
2017-11-11,7.0,6.0,0.0,32.0,34.0,42.0,8.0
2017-11-12,7.0,6.0,0.0,32.0,24.0,50.0,8.0
2017-11-13,24.0,16.0,0.0,45.0,43.0,80.0,14.0
2017-11-14,25.0,18.0,0.0,59.0,49.0,84.0,14.0
2017-11-15,25.0,18.0,0.0,70.0,54.0,88.0,14.0
2017-11-16,27.0,18.0,0.0,59.0,47.0,83.0,12.0
2017-11-17,25.0,16.0,0.0,59.0,49.0,68.0,11.0
2017-11-18,7.0,7.0,0.0,34.0,19.0,40.0,7.0
2017-11-19,7.0,6.0,0.0,31.0,25.0,54.0,6.0
2017-11-20,22.0,15.0,0.0,51.0,50.0,81.0,12.0
2017-11-21,24.0,17.0,0.0,48.0,43.0,79.0,11.0
2017-11-22,24.0,16.0,0.0,48.0,40.0,59.0,11.0
2017-11-23,15.0,8.0,0.0,38.0,39.0,61.0,8.0
2017-11-24,19.0,11.0,0.0,43.0,27.0,45.0,8.0
2017-11-25,7.0,7.0,0.0,31.0,22.0,38.0,6.0
2017-11-26,7.0,6.0,0.0,33.0,28.0,46.0,6.0
2017-11-27,21.0,15.0,0.0,53.0,52.0,85.0,12.0
2017-11-28,24.0,20.0,0.0,73.0,52.0,85.0,11.0
2017-11-29,38.0,22.0,0.0,57.0,47.0,78.0,11.0
2017-11-30,34.0,22.0,0.0,53.0,46.0,84.0,12.0
2017-12-01,29.0,22.0,0.0,47.0,47.0,69.0,11.0
2017-12-02,10.0,8.0,0.0,29.0,23.0,45.0,7.0
2017-12-03,8.0,7.0,0.0,29.0,23.0,52.0,6.0
2017-12-04,30.0,23.0,0.0,48.0,45.0,79.0,11.0
2017-12-05,31.0,21.0,0.0,46.0,50.0,83.0,10.0
2017-12-06,28.0,19.0,0.0,48.0,59.0,81.0,11.0
2017-12-07,29.0,18.0,0.0,45.0,47.0,82.0,10.0
2017-12-08,27.0,18.0,0.0,48.0,46.0,73.0,10.0
2017-12-09,9.0,8.0,0.0,32.0,22.0,43.0,7.0
2017-12-10,8.0,7.0,0.0,31.0,26.0,51.0,5.0
2017-12-11,25.0,16.0,0.0,50.0,44.0,78.0,11.0
2017-12-12,27.0,19.0,0.0,47.0,48.0,88.0,13.0
2017-12-13,26.0,19.0,0.0,47.0,50.0,80.0,11.0
2017-12-14,25.0,18.0,0.0,52.0,47.0,76.0,11.0
2017-12-15,25.0,20.0,0.0,48.0,38.0,62.0,10.0
2017-12-16,10.0,8.0,0.0,31.0,23.0,37.0,6.0
2017-12-17,8.0,7.0,0.0,35.0,30.0,39.0,6.0
2017-12-18,26.0,19.0,0.0,50.0,38.0,61.0,10.0
2017-12-19,26.0,20.0,0.0,52.0,43.0,62.0,10.0
2017-12-20,28.0,20.0,0.0,48.0,40.0,60.0,10.0
2017-12-21,27.0,20.0,0.0,53.0,30.0,55.0,10.0
2017-12-22,22.0,18.0,0.0,46.0,27.0,40.0,8.0
2017-12-23,9.0,8.0,0.0,29.0,15.0,24.0,5.0
2017-12-24,7.0,5.0,0.0,26.0,15.0,26.0,4.0
2017-12-25,7.0,5.0,0.0,30.0,15.0,28.0,4.0
2017-12-26,19.0,14.0,0.0,44.0,22.0,31.0,10.0
2017-12-27,21.0,18.0,0.0,52.0,26.0,36.0,13.0
2017-12-28,21.0,18.0,0.0,55.0,27.0,37.0,13.0
2017-12-29,21.0,20.0,0.0,52.0,23.0,37.0,14.0
2017-12-30,9.0,9.0,0.0,36.0,23.0,29.0,8.0
2017-12-31,6.0,7.0,0.0,32.0,19.0,27.0,7.0
2018-01-01,8.0,7.0,0.0,36.0,22.0,31.0,9.0
2018-01-02,25.0,20.0,0.0,60.0,36.0,54.0,17.0
2018-01-03,33.0,24.0,0.0,76.0,41.0,57.0,16.0
2018-01-04,29.0,24.0,0.0,71.0,35.0,55.0,15.0
2018-01-05,28.0,25.0,0.0,65.0,35.0,47.0,15.0
2018-01-06,11.0,11.0,0.0,46.0,19.0,38.0,9.0
2018-01-07,9.0,8.0,0.0,47.0,28.0,45.0,7.0
2018-01-08,28.0,23.0,0.0,60.0,42.0,63.0,13.0
2018-01-09,28.0,22.0,0.0,66.0,40.0,79.0,13.0
2018-01-10,29.0,22.0,0.0,61.0,50.0,74.0,13.0
2018-01-11,28.0,22.0,0.0,60.0,47.0,76.0,15.0
2018-01-12,30.0,25.0,0.0,60.0,42.0,61.0,14.0
2018-01-13,10.0,10.0,0.0,39.0,19.0,35.0,8.0
2018-01-14,8.0,8.0,0.0,38.0,19.0,42.0,7.0
2018-01-15,19.0,12.0,0.0,49.0,37.0,65.0,14.0
2018-01-16,29.0,24.0,0.0,59.0,47.0,72.0,14.0
2018-01-17,28.0,24.0,0.0,61.0,48.0,75.0,12.0
2018-01-18,28.0,24.0,0.0,64.0,44.0,75.0,13.0
2018-01-19,26.0,24.0,0.0,57.0,44.0,62.0,12.0
2018-01-20,11.0,11.0,0.0,40.0,23.0,39.0,7.0
2018-01-21,10.0,7.0,0.0,40.0,21.0,44.0,6.0
2018-01-22,27.0,22.0,0.0,58.0,48.0,76.0,11.0
2018-01-23,31.0,26.0,0.0,68.0,52.0,81.0,11.0
2018-01-24,34.0,27.0,0.0,63.0,49.0,80.0,12.0
2018-01-25,31.0,24.0,0.0,63.0,55.0,72.0,13.0
2018-01-26,30.0,26.0,0.0,55.0,41.0,63.0,11.0
2018-01-27,10.0,10.0,0.0,43.0,22.0,38.0,8.0
2018-01-28,7.0,9.0,0.0,44.0,22.0,47.0,6.0
2018-01-29,28.0,24.0,0.0,54.0,49.0,78.0,12.0
2018-01-30,31.0,30.0,0.0,59.0,49.0,79.0,12.0
2018-01-31,29.0,30.0,0.0,55.0,67.0,79.0,12.0
2018-02-01,36.0,27.0,0.0,55.0,48.0,81.0,12.0
2018-02-02,34.0,35.0,0.0,55.0,48.0,63.0,12.0
2018-02-03,14.0,15.0,0.0,38.0,27.0,39.0,7.0
2018-02-04,8.0,10.0,0.0,36.0,22.0,48.0,6.0
2018-02-05,46.0,57.0,0.0,66.0,44.0,72.0,13.0
2018-02-06,82.0,100.0,0.0,100.0,53.0,86.0,14.0
2018-02-07,46.0,52.0,0.0,68.0,49.0,80.0,12.0
2018-02-08,47.0,62.0,0.0,65.0,49.0,78.0,12.0
2018-02-09,52.0,70.0,0.0,63.0,36.0,66.0,13.0
2018-02-10,15.0,20.0,0.0,38.0,26.0,37.0,7.0
2018-02-11,9.0,13.0,0.0,37.0,35.0,46.0,6.0
2018-02-12,36.0,43.0,0.0,55.0,38.0,78.0,12.0
2018-02-13,36.0,41.0,0.0,50.0,52.0,82.0,12.0
2018-02-14,37.0,38.0,0.0,52.0,40.0,74.0,11.0
2018-02-15,33.0,36.0,0.0,52.0,49.0,75.0,11.0
2018-02-16,33.0,32.0,0.0,48.0,43.0,60.0,10.0
2018-02-17,11.0,11.0,0.0,31.0,22.0,41.0,6.0
2018-02-18,7.0,7.0,0.0,30.0,20.0,47.0,6.0
2018-02-19,21.0,15.0,0.0,38.0,43.0,60.0,10.0
2018-02-20,30.0,30.0,0.0,47.0,49.0,79.0,10.0
2018-02-21,34.0,30.0,0.0,46.0,59.0,80.0,10.0
2018-02-22,30.0,29.0,0.0,44.0,51.0,79.0,10.0
2018-02-23,30.0,28.0,0.0,44.0,40.0,67.0,10.0
2018-02-24,10.0,10.0,0.0,30.0,25.0,38.0,6.0
2018-02-25,7.0,8.0,0.0,29.0,34.0,50.0,5.0
2018-02-26,29.0,28.0,0.0,48.0,52.0,87.0,11.0
2018-02-27,32.0,29.0,0.0,50.0,58.0,85.0,11.0
2018-02-28,31.0,29.0,0.0,43.0,50.0,80.0,10.0
2018-03-01,32.0,32.0,0.0,46.0,45.0,76.0,10.0
2018-03-02,36.0,34.0,0.0,47.0,44.0,62.0,9.0
2018-03-03,11.0,11.0,0.0,27.0,21.0,42.0,6.0
2018-03-04,8.0,8.0,0.0,28.0,32.0,48.0,6.0
2018-03-05,26.0,26.0,0.0,41.0,50.0,77.0,11.0
2018-03-06,29.0,28.0,0.0,40.0,49.0,85.0,10.0
2018-03-07,34.0,31.0,0.0,44.0,47.0,78.0,10.0
2018-03-08,33.0,26.0,0.0,49.0,46.0,82.0,9.0
2018-03-09,31.0,29.0,0.0,43.0,46.0,66.0,8.0
2018-03-10,12.0,11.0,0.0,29.0,23.0,42.0,6.0
2018-03-11,7.0,7.0,0.0,28.0,22.0,48.0,5.0
2018-03-12,27.0,24.0,0.0,42.0,52.0,73.0,9.0
2018-03-13,37.0,24.0,0.0,37.0,52.0,81.0,9.0
2018-03-14,34.0,23.0,0.0,39.0,48.0,75.0,9.0
2018-03-15,33.0,23.0,0.0,41.0,46.0,75.0,8.0
2018-03-16,29.0,21.0,0.0,39.0,42.0,60.0,8.0
2018-03-17,9.0,7.0,0.0,24.0,19.0,38.0,5.0
2018-03-18,7.0,6.0,0.0,25.0,27.0,51.0,5.0
2018-03-19,34.0,26.0,0.0,42.0,45.0,77.0,9.0
2018-03-20,36.0,25.0,0.0,40.0,48.0,79.0,10.0
2018-03-21,34.0,25.0,0.0,41.0,43.0,76.0,10.0
2018-03-22,37.0,32.0,0.0,43.0,48.0,77.0,9.0
2018-03-23,41.0,39.0,0.0,44.0,44.0,64.0,9.0
2018-03-24,13.0,13.0,0.0,27.0,24.0,35.0,6.0
2018-03-25,9.0,8.0,0.0,26.0,25.0,47.0,6.0
2018-03-26,38.0,33.0,0.0,46.0,41.0,70.0,10.0
2018-03-27,42.0,34.0,0.0,43.0,46.0,77.0,10.0
2018-03-28,46.0,35.0,0.0,43.0,44.0,67.0,10.0
2018-03-29,36.0,30.0,0.0,40.0,44.0,63.0,8.0
2018-03-30,21.0,17.0,0.0,28.0,34.0,43.0,7.0
2018-03-31,8.0,7.0,0.0,21.0,23.0,33.0,5.0
2018-04-01,8.0,6.0,0.0,23.0,20.0,38.0,5.0
2018-04-02,39.0,38.0,0.0,42.0,41.0,56.0,10.0
2018-04-03,43.0,37.0,0.0,41.0,46.0,73.0,9.0
2018-04-04,41.0,41.0,0.0,41.0,43.0,70.0,9.0
2018-04-05,36.0,30.0,0.0,41.0,44.0,63.0,9.0
2018-04-06,37.0,34.0,0.0,40.0,42.0,64.0,8.0
2018-04-07,11.0,12.0,0.0,26.0,25.0,43.0,5.0
2018-04-08,7.0,8.0,0.0,23.0,25.0,48.0,5.0
2018-04-09,34.0,29.0,0.0,42.0,50.0,80.0,9.0
2018-04-10,34.0,31.0,0.0,41.0,50.0,81.0,9.0
2018-04-11,34.0,28.0,0.0,40.0,51.0,77.0,11.0
2018-04-12,33.0,26.0,0.0,41.0,48.0,78.0,11.0
2018-04-13,29.0,25.0,0.0,39.0,45.0,65.0,10.0
2018-04-14,10.0,9.0,0.0,23.0,25.0,40.0,8.0
2018-04-15,7.0,8.0,0.0,26.0,26.0,47.0,7.0
2018-04-16,28.0,24.0,0.0,38.0,54.0,85.0,11.0
2018-04-17,31.0,27.0,0.0,41.0,52.0,86.0,11.0
2018-04-18,35.0,25.0,0.0,43.0,51.0,85.0,11.0
2018-04-19,33.0,25.0,0.0,42.0,58.0,83.0,14.0
2018-04-20,30.0,24.0,0.0,37.0,41.0,75.0,14.0
2018-04-21,8.0,7.0,0.0,23.0,25.0,43.0,7.0
2018-04-22,7.0,6.0,0.0,24.0,28.0,55.0,7.0
2018-04-23,30.0,22.0,0.0,39.0,51.0,84.0,11.0
2018-04-24,34.0,26.0,0.0,41.0,40.0,84.0,12.0
2018-04-25,37.0,31.0,0.0,39.0,44.0,76.0,12.0
2018-04-26,34.0,25.0,0.0,37.0,50.0,77.0,11.0
2018-04-27,34.0,24.0,0.0,36.0,41.0,75.0,10.0
2018-04-28,10.0,8.0,0.0,23.0,24.0,40.0,6.0
2018-04-29,7.0,7.0,0.0,24.0,27.0,50.0,6.0
2018-04-30,28.0,21.0,0.0,38.0,47.0,78.0,12.0
2018-05-01,30.0,25.0,0.0,37.0,53.0,84.0,13.0
2018-05-02,33.0,22.0,0.0,37.0,44.0,81.0,10.0
2018-05-03,34.0,25.0,0.0,37.0,48.0,87.0,10.0
2018-05-04,29.0,24.0,0.0,35.0,47.0,72.0,10.0
2018-05-05,9.0,9.0,0.0,23.0,21.0,38.0,6.0
2018-05-06,6.0,7.0,0.0,23.0,26.0,46.0,5.0
2018-05-07,28.0,22.0,0.0,39.0,49.0,74.0,13.0
