date,misc_pca_component_1
2020-07-17,-1.5108968403054632
2020-07-18,-19.171247523063514
2020-07-19,-8.051767463549186
2020-07-20,4.3758867206138845
2020-07-21,12.879018530830727
2020-07-22,5.0299737829382565
2020-07-23,0.4513643466676527
2020-07-24,-0.8568097779810913
2020-07-25,-8.051767463549186
2020-07-26,-19.171247523063514
2020-07-27,4.3758867206138845
2020-07-28,-0.2027227156567193
2020-07-29,-2.164983902629835
2020-07-30,0.4513643466676527
2020-07-31,5.6840608452626284
2020-08-01,-19.171247523063514
2020-08-02,-19.171247523063514
2020-08-03,-0.8568097779810913
2020-08-04,-0.8568097779810913
2020-08-05,-2.164983902629835
2020-08-06,-4.127245089602953
2020-08-07,-7.3976804012248145
2020-08-08,-19.171247523063514
2020-08-09,-19.171247523063514
2020-08-10,3.0677125959651406
2020-08-11,44.73301095509422
2020-08-12,-3.473158027278581
2020-08-13,-2.819070964954207
2020-08-14,-2.819070964954207
2020-08-15,-3.473158027278581
2020-08-16,-7.3976804012248145
2020-08-17,8.30040909456012
2020-08-18,-3.473158027278581
2020-08-19,-2.819070964954207
2020-08-20,1.7595384713163966
2020-08-21,6.992234969911372
2020-08-22,-8.705854525873558
2020-08-23,-19.171247523063514
2020-08-24,3.0677125959651406
2020-08-25,3.7217996582895125
2020-08-26,2.4136255336407686
2020-08-27,1.1054514089920247
2020-08-28,6.992234969911372
2020-08-29,-0.2027227156567193
2020-08-30,3.7217996582895125
2020-08-31,3.0677125959651406
2020-09-01,8.30040909456012
2020-09-02,13.5331055931551
2020-09-03,12.224931468506352
2020-09-04,3.7217996582895125
2020-09-05,5.0299737829382565
2020-09-06,-1.5108968403054632
2020-09-07,-0.8568097779810913
2020-09-08,3.0677125959651406
2020-09-09,-0.8568097779810913
2020-09-10,54.339652470811004
2020-09-11,0.4513643466676527
2020-09-12,-4.781332151927325
2020-09-13,-0.8568097779810913
2020-09-14,75.76415030800347
2020-09-15,3.7217996582895125
2020-09-16,8.954496156884492
2020-09-17,8.30040909456012
2020-09-18,3.0677125959651406
2020-09-19,-5.435419214251697
2020-09-20,-8.705854525873558
2020-09-21,6.338147907587
2020-09-22,3.7217996582895125
2020-09-23,4.3758867206138845
2020-09-24,4.3758867206138845
2020-09-25,3.0677125959651406
2020-09-26,-3.473158027278581
2020-09-27,-8.051767463549186
2020-09-28,-0.2027227156567193
2020-09-29,4.3758867206138845
2020-09-30,0.4513643466676527
2020-10-01,-5.435419214251697
2020-10-02,-4.127245089602953
2020-10-03,-7.3976804012248145
2020-10-04,-2.819070964954207
2020-10-05,5.6840608452626284
2020-10-06,3.7217996582895125
2020-10-07,5.6840608452626284
2020-10-08,8.30040909456012
2020-10-09,98.7816742987494
2020-10-10,5.0299737829382565
2020-10-11,-3.473158027278581
2020-10-12,8.30040909456012
2020-10-13,20.07397621639882
2020-10-14,12.224931468506352
2020-10-15,21.382150341047563
2020-10-16,13.5331055931551
2020-10-17,-6.089506276576071
2020-10-18,2.4136255336407686
2020-10-19,46.23745870937371
2020-10-20,86.92372417239575
2020-10-21,25.960759777318167
2020-10-22,18.111715029425703
2020-10-23,6.338147907587
2020-10-24,-2.164983902629835
2020-10-25,7.646322032235748
2020-10-26,22.036237403371935
2020-10-27,14.841279717803843
2020-10-28,6.992234969911372
2020-10-29,6.992234969911372
2020-10-30,8.30040909456012
2020-10-31,-5.435419214251697
2020-11-01,-1.5108968403054632
2020-11-02,10.262670281533236
2020-11-03,5.6840608452626284
2020-11-04,-6.7435933389004425
2020-11-05,10.916757343857608
2020-11-06,-6.7435933389004425
2020-11-07,-2.164983902629835
2020-11-08,-8.051767463549186
2020-11-09,11.57084440618198
2020-11-10,61.801512980224345
2020-11-11,6.992234969911372
2020-11-12,18.111715029425703
2020-11-13,2.4136255336407686
2020-11-14,-19.171247523063514
2020-11-15,59.69682577879887
2020-11-16,55.158310147406226
2020-11-17,-1.5108968403054632
2020-11-18,15.495366780128215
2020-11-19,10.916757343857608
2020-11-20,-1.5108968403054632
2020-11-21,3.0677125959651406
2020-11-22,9.608583219208864
2020-11-23,8.954496156884492
2020-11-24,4.3758867206138845
2020-11-25,12.879018530830727
2020-11-26,5.6840608452626284
2020-11-27,8.954496156884492
2020-11-28,-5.435419214251697
2020-11-29,-0.8568097779810913
2020-11-30,7.646322032235748
2020-12-01,87.86685865838386
2020-12-02,10.916757343857608
2020-12-03,14.187192655479471
2020-12-04,6.338147907587
2020-12-05,-4.127245089602953
2020-12-06,3.0677125959651406
2020-12-07,9.608583219208864
2020-12-08,61.699180770649946
2020-12-09,-0.8568097779810913
2020-12-10,2.4136255336407686
2020-12-11,3.7217996582895125
2020-12-12,1.7595384713163966
2020-12-13,-6.089506276576071
2020-12-14,-0.2027227156567193
2020-12-15,12.224931468506352
2020-12-16,3.0677125959651406
2020-12-17,3.7217996582895125
2020-12-18,5.6840608452626284
2020-12-19,5.0299737829382565
2020-12-20,-2.164983902629835
2020-12-21,-4.127245089602953
2020-12-22,6.338147907587
2020-12-23,-4.781332151927325
2020-12-24,0.4513643466676527
2020-12-25,-19.171247523063514
2020-12-26,1.7595384713163966
2020-12-27,-19.171247523063514
2020-12-28,0.4513643466676527
2020-12-29,-0.8568097779810913
2020-12-30,-8.705854525873558
2020-12-31,4.3758867206138845
2021-01-01,8.30040909456012
