date,misc_pca_component_1
2022-01-01,-18.240343293049563
2022-01-02,-16.04917818008349
2022-01-03,-16.77956655107218
2022-01-04,1.4801427236450735
2022-01-05,-16.04917818008349
2022-01-06,-14.58840143810611
2022-01-07,-4.200851319326425
2022-01-08,-11.45737874204244
2022-01-09,-18.240343293049563
2022-01-10,-13.12762469612873
2022-01-11,-13.12762469612873
2022-01-12,-4.200851319326425
2022-01-13,49.2723445274658
2022-01-14,-14.58840143810611
2022-01-15,-16.04917818008349
2022-01-16,-10.936459583162659
2022-01-17,-15.3187898090948
2022-01-18,-14.58840143810611
2022-01-19,-14.58840143810611
2022-01-20,8.966183421895344
2022-01-21,14.315683454670626
2022-01-22,-9.475682841185279
2022-01-23,-11.66684795415135
2022-01-24,57.59075433136672
2022-01-25,2.2305751580591178
2022-01-26,0.5803732673981798
2022-01-27,-10.936459583162659
2022-01-28,-10.936459583162659
2022-01-29,-18.240343293049563
2022-01-30,-17.50995492206087
2022-01-31,-18.240343293049563
2022-02-01,74.89606970234601
2022-02-02,11.536198832228528
2022-02-03,9.696571792884036
2022-02-04,-9.475682841185279
2022-02-05,-10.936459583162659
2022-02-06,-16.77956655107218
2022-02-07,-0.7856909002374195
2022-02-08,6.917087170441945
2022-02-09,1.4054742127286488
2022-02-10,-10.936459583162659
2022-02-11,24.324383276083196
2022-02-12,16.9731432790254
2022-02-13,-4.390276468009986
2022-02-14,-0.6436220387247538
2022-02-15,0.6277295545690684
2022-02-16,-9.475682841185279
2022-02-17,5.693091864319008
2022-02-18,-10.206071212173967
2022-02-19,-15.3187898090948
2022-02-20,-14.58840143810611
2022-02-21,11.698311757166557
2022-02-22,28.916182714124247
2022-02-23,18.082381947381208
2022-02-24,5.551023002806339
2022-02-25,-0.15001510359051196
2022-02-26,1.026623915361533
2022-02-27,2.8662509547060324
2022-02-28,1.2634053512159795
2022-03-01,3.3598578898402707
2022-03-02,-13.85801306711742
2022-03-03,3.3125016026693856
2022-03-04,-16.04917818008349
2022-03-05,-7.3118299519647465
2022-03-06,-16.77956655107218
2022-03-07,-16.04917818008349
2022-03-08,1.9464374350337827
2022-03-09,21.781680089495545
2022-03-10,15.093428112830203
2022-03-11,25.974585166744127
2022-03-12,2.8662509547060324
2022-03-13,-0.007946242077842669
2022-03-14,6.869730883271053
2022-03-15,-10.936459583162659
2022-03-16,-0.007946242077842669
2022-03-17,2.04115000937556
