Date,log_ovx,log_return,log_volume,ovx_vol,log_navR,Garchvol,MAvol,GT Sent,INV Sent,d1-inv,d2-gt,GT_VAL_SENT,INV_VAL_SENT,GT_VAL_SENT_GVOL,INV_VAL_SENT_GVOL,GT_VAL_SENT_MVOL,INV_VAL_SENT_MVOL
2014-02-03,0.06192454255989462,-0.026433257068155483,10.465956409453957,0.0424254394727361,-0.023256862164267235,0.0087867560287962,0.0150086940638286,36.82759278417932,15.74866926442992,1,1,-0.016817798368713614,-0.016817442271992757,0.0010942715429469998,0.0010942483730587882,0.0010009233373185992,0.0010009021439667447
2014-02-04,-0.008348889134428689,0.0019821612039912025,9.082507000466299,0.0448389462328818,-0.012827013559754425,0.0073083294515122,0.0146628235504005,17.55091035033019,27.399256416615945,1,1,1.2072500746655455e-10,0.028415170664212012,-6.281204727375629e-12,-0.00147841369448397,-1.4694564731076893e-12,-0.0003458674995613792
2014-02-05,-0.038941245907028424,-0.001982161203991211,10.01234195744821,0.0435339523204945,-0.00398010475662681,0.0080016927683915,0.0144717200459583,4.945007259900806,27.397828504006817,1,1,-1.328903238778436e-08,-0.00198074602774341,2.324262919675093e-09,0.0003464341429259858,-6.406090117286819e-10,-9.548353245678071e-05
2014-02-06,-0.04963798109177147,0.017699577099400857,8.630521876723241,0.0432367131487095,0.019743977989690988,0.0068366387178089,0.0150297416447498,-9.386445953515771,27.3999505131892,1,0,1.174876306233394e-08,0.009851310355129303,-6.95464180252225e-10,-0.0005831450889077024,3.331038878174795e-10,0.00027930683102381665
2014-02-07,-0.03206060445860604,0.02502536756694038,10.451608961045816,0.0438299596075945,0.027002604925324622,0.0061370365211641,0.0156876129451728,-6.50941978218422,22.43063786869185,1,0,0.0069353185346776956,5.054781908042684e-05,-0.0006623127023344303,-4.827242250643823e-06,0.000622806104470602,4.539299836561645e-06
2014-02-10,0.00785133559862809,0.008518745316327955,10.793434309070681,0.0434426633050491,0.0075829747244553205,0.0052517581426716,0.0158141856183134,50.23922821522305,7.115653736971798,1,1,-0.016506622250612425,-3.6850638478397166e-09,-0.0008852783784925001,-1.9763627581262666e-10,0.00012657267314059722,2.8257045859127395e-11
2014-02-11,-0.006801020376021871,0.0028235312876065664,9.88837391472608,0.0422733328951962,-0.0009447331831617474,0.0051583314586913,0.0158222468264833,6.398590524106669,-10.938313428344998,0,1,-5.197123262879691e-22,-8.218105781153818e-11,-8.525579376632067e-24,-1.3481326037274648e-12,7.356192813023625e-25,1.1632198742674132e-13
2014-02-12,0.009404510521418191,0.003752349618550372,8.699514748210191,0.0413291155650477,0.008470638883508646,0.0050654724566572,0.0158472537352284,-6.042271679474693,-19.170958162104284,0,0,3.6722416817764326e-09,2.468443348200802e-07,-3.6713390168697696e-10,-2.467836586070857e-08,9.886907866345232e-11,6.645878477461242e-09
2014-02-13,-0.012032580434247972,0.0018709079358116025,9.487972108574462,0.0405722026641365,0.005607491328945246,0.0050082777212388,0.0155878369451125,-13.20780116656016,-14.753196928544105,0,0,-1.4527984415071922e-06,-0.0018590196667389357,-4.4164229612108824e-08,-5.6513119142740994e-05,-2.0031463735435304e-07,-0.0002563251995170705
2014-02-14,-0.05684880852184775,0.004662013105811371,8.948975607841776,0.0400292509567887,-0.001865672182949623,0.0046679989522785,0.0154906743897441,-8.80717450389367,-25.17241235411106,0,0,0.0027572743823375597,8.332119138756334e-08,-0.0003361542741535872,-1.0158138338322798e-08,-9.598485493105467e-05,-2.900535586609895e-09
2014-02-18,0.026389601037139165,0.007414306439227461,9.305650551780507,0.0427695121829612,0.013908430046131931,0.0054770650678589,0.0154154598557729,6.741655879384207,-22.92628827335937,0,1,0.002752292847094661,0.002488942021526212,0.0008090659726210054,0.0007316511756985056,-7.521452068103182e-05,-6.801768254769359e-05
2014-02-19,-0.004350197181152579,-0.008344971932180647,9.093806555720231,0.0421523216121475,-0.006466535235746127,0.0057509794232911,0.0154471027167443,-1.2484260858168807,-34.90575908573965,0,0,-5.337534592777705e-06,-9.883608478760714e-08,9.27724806378392e-08,1.7178846530915577e-09,1.0717169978780773e-08,1.9845175750977828e-10
2014-02-20,-0.042299015751112536,0.0,9.602382459752207,0.0412110578855464,-0.00371402469637137,0.0049021421479471,0.0154383339661521,0.3970863868828425,-46.92411478482313,0,1,0.006995453326427156,5.0340404252493556e-08,-0.0007115663886779394,-5.120545872733216e-09,-7.3507000379796264e-06,-5.289681657267324e-11
2014-02-21,0.01747015409724236,0.006496542570398412,10.398183794372235,0.0423996510159162,0.010180559932117523,0.0044338612251537,0.0155104684747569,-10.78482936735271,-41.789559628999996,0,0,9.045486556216925e-08,0.006458504106649937,-6.520127815310818e-09,-0.0004655390509880884,1.0043676628813667e-09,7.171214765498064e-05
2014-02-24,0.014420660326437964,0.023767115069428475,9.595602772766828,0.0416045511895782,0.014625489218979012,0.0046744323408022,0.0163322609642132,41.12896109218595,-49.03498832974175,0,1,0.017270572499030065,1.2312530035089483e-05,0.00024057111564849964,1.7150786907402687e-07,0.0008217924894563002,5.858719917715473e-07
2014-02-25,0.016926366896148223,-0.007252978305015518,9.98966524877718,0.0410180067441606,0.0,0.0060603508624575,0.0158733676104191,27.21441259485864,-49.68198856375604,0,1,-2.8095131997518548e-08,-0.010660546625276341,1.2552368341931e-09,0.0004762928609077796,-4.1562316373460334e-10,-0.00015770597254816034
