Date,vol,Returns
2014-01-17,0.0039237235276288,-0.0100039310645189
2014-01-21,0.0037588739280937,-0.0046511711757308
2014-01-22,0.0035496737445438,0.0085106896679088
2014-01-23,0.0033159576318941,-0.0147460956851927
2014-01-24,0.0032424141620664,-0.0341981635612065
2014-01-27,0.0033487275196235,-0.0130295002903337
2014-01-28,0.0032321835487426,0.025092372739609
2014-01-29,0.0030531920318612,-0.0136823060015779
2014-01-30,0.0036720076655288,0.0104797412147033
2014-01-31,0.0044984604039741,-0.0080515732875486
2014-02-03,0.0042941979315964,-0.025379995105357
2014-02-04,0.0048137457720237,0.0115417604401713
2014-02-05,0.006202790108462,-0.0041067819526533
2014-02-06,0.0056240041996612,0.0187530974698926
2014-02-07,0.0050980807573626,0.0160259840158443
2014-02-10,0.0048496528460529,0.0063391654437356
2014-02-11,0.0044367376665394,0.0078678612006137
2014-02-12,0.0043820878015572,0.0015661710327448
2014-02-13,0.0041841642080076,0.0147575493789638
2014-02-14,0.004605832287289,0.0053825581701542
2014-02-18,0.0042990993547967,0.0129525620357271
2014-02-19,0.0039696888536206,-0.0106545908981034
2014-02-20,0.0041062507115373,0.0068623982610404
2014-02-21,0.0041600952781448,0.0022770408320519
2014-02-24,0.0038938938266378,0.0202633574873585
2014-02-25,0.0036596302406517,-0.0022313136814356
2014-02-26,0.0034068895778191,0.0125787822068601
2014-02-27,0.0033661415866004,0.0160470255975174
2014-02-28,0.0049585598015619,0.0014461318499997
2014-03-03,0.0045681371286464,-0.0130910960468794
2014-03-04,0.0041789276087903,0.0317029432414785
2014-03-05,0.0038557455764138,0.0056577237198588
2014-03-06,0.0038632828663333,0.0167836107528215
2014-03-07,0.00362587855385,0.0
2014-03-10,0.0041574240032265,-0.0034734317658694
2014-03-11,0.0039644280094941,-0.0154280760016868
2014-03-12,0.0048504113107904,-0.0007069636208198
2014-03-13,0.0047831822481532,-0.0214447102789032
2014-03-14,0.0051862209282446,-0.0065241260769432
2014-03-17,0.0047377371439783,0.0137235812197974
2014-03-18,0.0046695240160544,0.0114123920517447
2014-03-19,0.004618642779838,-0.010695289116748
2014-03-20,0.0054642352667584,-0.002871502332023
2014-03-21,0.0061213181896934,-0.0166730937409472
2014-03-24,0.0058830771607348,-0.0095483648686944
2014-03-25,0.005314966428146,-0.000738279841581
2014-03-26,0.0048210156206182,-0.0141318826378703
2014-03-27,0.0049212991709707,-0.0045045121211046
2014-03-28,0.0044964463025578,0.0119672333226941
2014-03-31,0.0041287207621797,0.0037105793965357
2014-04-01,0.0038050927175493,0.0168935343354958
2014-04-02,0.0035407946850693,0.0079797304096438
2014-04-03,0.0042674426964128,-0.0101671173554443
