Date,vol
2014-01-31,0.01457267816202059
2014-02-03,0.015631352397025546
2014-02-04,0.01568508646771161
2014-02-05,0.015432179561845612
2014-02-06,0.015973190760485242
2014-02-07,0.015600292326693342
2014-02-10,0.01562732862048406
2014-02-11,0.01571709887228075
2014-02-12,0.015345823338891808
2014-02-13,0.015263789621890223
2014-02-14,0.014737803984102783
2014-02-18,0.014918296150318103
2014-02-19,0.015083314750829501
2014-02-20,0.014977044479358846
2014-02-21,0.014929689597458287
2014-02-24,0.01540944356959831
2014-02-25,0.015000913775325418
2014-02-26,0.01273764352834013
2014-02-27,0.012351565638782628
2014-02-28,0.011585816262334063
2014-03-03,0.011542034291507379
2014-03-04,0.012866157110550136
2014-03-05,0.01250110430634859
2014-03-06,0.010499755353364386
2014-03-07,0.010608622829754862
2014-03-10,0.010576157036908538
2014-03-11,0.011346635830974047
2014-03-12,0.011207748758488996
2014-03-13,0.012569345137445493
2014-03-14,0.012734667613421237
2014-03-17,0.012913980731424895
2014-03-18,0.012799851904761185
2014-03-19,0.013158966263606854
2014-03-20,0.013024623073872471
2014-03-21,0.013369358812900122
2014-03-24,0.013546076398679437
2014-03-25,0.013551266369878672
2014-03-26,0.013226206069557576
2014-03-27,0.013250274594356447
2014-03-28,0.013222192339596097
2014-03-31,0.012739637135171735
2014-04-01,0.013298071245032583
2014-04-02,0.013094920836178251
2014-04-03,0.01127459877480621
2014-04-04,0.011589552321728123
2014-04-07,0.011321432251696344
2014-04-08,0.011321432251696344
2014-04-09,0.012312548780023634
2014-04-10,0.012635170857243024
2014-04-11,0.012984870196321734
2014-04-14,0.01259825989305144
2014-04-15,0.012594742082975684
2014-04-16,0.012888590273703059
2014-04-17,0.012577840053263263
2014-04-21,0.01278351847286679
2014-04-22,0.01341765264473019
2014-04-23,0.013025659029355817
2014-04-24,0.012906435882232881
2014-04-25,0.013096770039263383
2014-04-28,0.013281133331467118
2014-04-29,0.013363431366757814
2014-04-30,0.013052743681059124
2014-05-01,0.013004986110676608
2014-05-02,0.012380348776403432
2014-05-05,0.012177649297282824
2014-05-06,0.012073517229004441
2014-05-07,0.012170629934788757
2014-05-08,0.01191040516053469
2014-05-09,0.012104049140414685
2014-05-12,0.012307574944411597
2014-05-13,0.011552444102975828
2014-05-14,0.01097489413626746
2014-05-15,0.010983310392157499
2014-05-16,0.0109857368917953
2014-05-19,0.010323456070014444
2014-05-20,0.010341591626637437
2014-05-21,0.010715056258368954
2014-05-22,0.010468813121711011
2014-05-23,0.010605000274411023
2014-05-27,0.010759353870774528
2014-05-28,0.01048728231899049
2014-05-29,0.00970656516873145
2014-05-30,0.009655931147170721
2014-06-02,0.009655958300695386
2014-06-03,0.009772825287824081
2014-06-04,0.009765375346015667
2014-06-05,0.010015331169680973
2014-06-06,0.009988921578035841
2014-06-09,0.00911508475351986
2014-06-10,0.008361411296325767
2014-06-11,0.008334387598564735
2014-06-12,0.007310577070281265
2014-06-13,0.007257358419834484
2014-06-16,0.00711407506487579
2014-06-17,0.006075336306930491
2014-06-18,0.005994399665642236
2014-06-19,0.006281671327366841
2014-06-20,0.005747071886479123
2014-06-23,0.005954986773239684
2014-06-24,0.006246988838413522
2014-06-25,0.006187411525056733
2014-06-26,0.006048355867551548
2014-06-27,0.006076218871346549
2014-06-30,0.006063522783682585
2014-07-01,0.006038248126399691
2014-07-02,0.006109873158882452
2014-07-03,0.005886177953194348
2014-07-07,0.007205162539157662
2014-07-08,0.008459180345310248
2014-07-09,0.008360394298443038
2014-07-10,0.008361329290884964
2014-07-11,0.008325401014497138
2014-07-14,0.008461068028155288
2014-07-15,0.008466830424573066
2014-07-16,0.008375653063935649
2014-07-17,0.008869740708020163
2014-07-18,0.009088257896566898
2014-07-21,0.00882319569937032
2014-07-22,0.0090443767343078
2014-07-23,0.008968567240008045
2014-07-24,0.008792514192023322
2014-07-25,0.008554201480185038
2014-07-28,0.008464870761785257
2014-07-29,0.008496581709056776
2014-07-30,0.008377837749273412
2014-07-31,0.010060763644654509
2014-08-01,0.009912168806264877
2014-08-04,0.010250577975721932
2014-08-05,0.010032090623070452
2014-08-06,0.009679523538162434
2014-08-07,0.008825367021841217
2014-08-08,0.0090755672706826
2014-08-11,0.009520379109026618
2014-08-12,0.009564339232138036
2014-08-13,0.009838345690392793
2014-08-14,0.009846230760449631
2014-08-15,0.009837223279196589
2014-08-18,0.009532505499057334
2014-08-19,0.009299237389524836
2014-08-20,0.009359853513119772
2014-08-21,0.009220993791883363
2014-08-22,0.009210258534566229
2014-08-25,0.009670573438399095
2014-08-26,0.009666686636568033
2014-08-27,0.009599377566041128
2014-08-28,0.00954294490772259
2014-08-29,0.009485876602135875
2014-09-02,0.006628768901784889
2014-09-03,0.006516231351121583
2014-09-04,0.00642264401934155
2014-09-05,0.005892645823496079
2014-09-08,0.006101339873597596
2014-09-09,0.006928237271054388
2014-09-10,0.007004206496677977
2014-09-11,0.006526128115441311
2014-09-12,0.006596713478702842
2014-09-15,0.007179086569151623
2014-09-16,0.007299324623178118
2014-09-17,0.007218357742534331
2014-09-18,0.006912607542055279
2014-09-19,0.006735172518121172
2014-09-22,0.0071176960047430625
2014-09-23,0.007212857777850755
2014-09-24,0.007592716780949145
2014-09-25,0.007503015379162328
2014-09-26,0.007712429701020982
2014-09-29,0.007804688523203164
2014-09-30,0.007990023658475067
2014-10-01,0.008341682120755124
2014-10-02,0.008280352533984224
2014-10-03,0.008101135636283072
2014-10-06,0.008304278259145516
2014-10-07,0.008731766770498839
2014-10-08,0.00972051888407893
