,Date,first_component
0,2014-01-02,36.445352545830595
1,2014-01-03,-8.6613714357528
2,2014-01-04,-21.622943543431273
3,2014-01-05,0.36444433337263626
4,2014-01-06,44.349814066807234
5,2014-01-07,8.018325098214481
6,2014-01-08,-1.5847561927793141
7,2014-01-09,2.4544881579200784
8,2014-01-10,-11.557299271143249
9,2014-01-11,-34.233892803589164
10,2014-01-12,-1.5652161644395477
11,2014-01-13,39.6704452947139
12,2014-01-14,-0.21076795312124583
13,2014-01-15,11.46995980143347
14,2014-01-16,-3.414917394907727
15,2014-01-17,-4.533924689144391
16,2014-01-18,-43.49884968305011
17,2014-01-19,-6.974463439693944
18,2014-01-20,42.45611887543138
19,2014-01-21,4.117033737619816
20,2014-01-22,1.6261997758169278
21,2014-01-23,-1.829522306197661
22,2014-01-24,-5.475871915854492
23,2014-01-25,-33.01295214802958
24,2014-01-26,6.391193811157194
25,2014-01-27,45.50300785823212
26,2014-01-28,-3.850698001296267
27,2014-01-29,-6.137784390768151
28,2014-01-30,-5.443382739408264
29,2014-01-31,-4.83780987378273
30,2014-02-01,-36.471139636247884
31,2014-02-02,8.486780176215499
32,2014-02-03,35.270067551782645
33,2014-02-04,11.345697627842839
34,2014-02-05,-9.312448483725712
35,2014-02-06,2.1426069355729447
36,2014-02-07,-10.838669171132262
37,2014-02-08,-33.47861138824733
38,2014-02-09,10.093361848549629
39,2014-02-10,24.477285518743205
40,2014-02-11,17.532185069812275
41,2014-02-12,-16.544111478696756
42,2014-02-13,1.0689715933168185
43,2014-02-14,-6.106269818393948
44,2014-02-15,-39.62880573336365
45,2014-02-16,11.581179009917447
46,2014-02-17,28.655138646740387
47,2014-02-18,6.488648148243536
48,2014-02-19,-2.1481634175322353
49,2014-02-20,5.691757789232534
50,2014-02-21,9.770115888735951
51,2014-02-22,-59.41622590969154
52,2014-02-23,9.754345425474975
53,2014-02-24,44.04724235691362
54,2014-02-25,-6.801901256409398
55,2014-02-26,2.472475889751619
56,2014-02-27,-2.3289191694014266
57,2014-02-28,-12.238480777191358
58,2014-03-01,-31.555585435022852
59,2014-03-02,12.160283021305913
60,2014-03-03,39.92329423866015
61,2014-03-04,4.968452410578278
62,2014-03-05,-2.7777504887629356
63,2014-03-06,8.380672249426521
64,2014-03-07,-22.277166562460057
65,2014-03-08,-33.09427649305709
66,2014-03-09,-1.510642602353923
67,2014-03-10,51.306582597446855
68,2014-03-11,-6.2058610186120635
69,2014-03-12,-2.8558306446354833
70,2014-03-13,6.476999948216018
71,2014-03-14,-19.477138222551222
72,2014-03-15,-34.309941247952054
73,2014-03-16,13.79918367264973
74,2014-03-17,28.16748546446508
75,2014-03-18,-2.0372786132112743
76,2014-03-19,5.516919887199496
77,2014-03-20,0.9315749379217766
78,2014-03-21,-15.222682922317581
79,2014-03-22,-31.634432798192037
80,2014-03-23,4.538102533301048
81,2014-03-24,44.733924452982436
82,2014-03-25,-7.808533768598552
83,2014-03-26,13.297347318938417
84,2014-03-27,3.136908170968882
85,2014-03-28,-23.590124279551674
86,2014-03-29,-39.05597532570196
87,2014-03-30,8.049083283911404
88,2014-03-31,53.32980338445391
89,2014-04-01,-13.28744991620918
90,2014-04-02,11.966834907575846
91,2014-04-03,-3.5919280881208753
92,2014-04-04,-15.219280863492157
93,2014-04-05,-36.58662140607331
94,2014-04-06,5.847520459531227
95,2014-04-07,52.712446338689304
96,2014-04-08,-23.748675188468756
97,2014-04-09,13.953109652548488
98,2014-04-10,0.3730616669698469
99,2014-04-11,-8.454948791376877
100,2014-04-12,-45.7054805292089
101,2014-04-13,7.2306446070852815
102,2014-04-14,38.85206627019031
103,2014-04-15,10.211604309325715
104,2014-04-16,-6.959251892107262
105,2014-04-17,-4.361574170649134
106,2014-04-18,-28.792620277565813
107,2014-04-19,-13.945730212169346
108,2014-04-20,1.045873509924021
109,2014-04-21,34.57710365252378
110,2014-04-22,18.927184180652244
111,2014-04-23,-5.45862918668608
112,2014-04-24,4.315925788489808
113,2014-04-25,-21.054025696976613
114,2014-04-26,-29.621094750164044
115,2014-04-27,7.7823077440966015
116,2014-04-28,43.117575023387
117,2014-04-29,-0.011614902850022738
118,2014-04-30,-1.4749029202198294
119,2014-05-01,-11.408523520711674
120,2014-05-02,1.539685249768286
121,2014-05-03,-39.18298964320465
122,2014-05-04,-2.3142356755184177
123,2014-05-05,44.541994727473735
124,2014-05-06,4.2851119286480595
125,2014-05-07,-1.2043041103703178
126,2014-05-08,11.949731605654364
127,2014-05-09,-16.766720943869252
128,2014-05-10,-39.181686881658464
129,2014-05-11,-6.37047329308004
130,2014-05-12,63.309180758189676
131,2014-05-13,-9.649421971945841
132,2014-05-14,-3.3781444213317697
133,2014-05-15,5.48379040433251
134,2014-05-16,-12.13259382393954
135,2014-05-17,-36.537055282416
136,2014-05-18,-4.261802197550876
137,2014-05-19,54.48927249137416
138,2014-05-20,-5.100075241199456
139,2014-05-21,-5.4713571468592015
140,2014-05-22,7.419551683827363
141,2014-05-23,-9.411614322628399
142,2014-05-24,-35.77492489414556
143,2014-05-25,-1.10398385800213
144,2014-05-26,25.42330457608368
145,2014-05-27,37.94469716146985
146,2014-05-28,-18.22960068263827
147,2014-05-29,-7.119988543315748
148,2014-05-30,5.971468443083233
149,2014-05-31,-46.74562880194953
150,2014-06-01,9.502413595475925
151,2014-06-02,41.88323964124852
152,2014-06-03,3.812439744416099
153,2014-06-04,-4.344804151645714
154,2014-06-05,-9.284479815832732
155,2014-06-06,-8.532356597449695
156,2014-06-07,-38.50727084836884
