,date,first_component
0,2014-01-10,2.0698771270631307
1,2014-01-11,-3.682521876410515
2,2014-01-12,-3.399413905360276
3,2014-01-13,2.1115325479379368
4,2014-01-14,2.6020099140145456
5,2014-01-15,1.7185600567367485
6,2014-01-16,1.0520215200707888
7,2014-01-17,0.8429561124816166
8,2014-01-18,-4.0788265877335395
9,2014-01-19,-3.4293814126446542
10,2014-01-20,-0.180827194660778
11,2014-01-21,1.5962934666025892
12,2014-01-22,1.8420859761219641
13,2014-01-23,1.8605616866966774
14,2014-01-24,1.6636984835441746
15,2014-01-25,-3.0270935581725418
16,2014-01-26,-2.3941491847397596
17,2014-01-27,2.6173050947313508
18,2014-01-28,1.806033809815273
19,2014-01-29,0.6319714855861965
20,2014-01-30,1.1152965319231447
21,2014-01-31,1.0701346831098162
22,2014-02-01,-3.9410976373060294
23,2014-02-02,-3.9311100745560204
24,2014-02-03,1.5023772858967308
25,2014-02-04,2.0510131509396117
26,2014-02-05,0.5101554903454774
27,2014-02-06,1.2273318182416744
28,2014-02-07,0.7707388749688338
29,2014-02-08,-3.8864254086010863
30,2014-02-09,-2.785818164320287
31,2014-02-10,1.863912049787937
32,2014-02-11,2.7503048340931113
33,2014-02-12,1.7170380808196861
34,2014-02-13,0.00603836096188177
35,2014-02-14,-0.07110193013573722
36,2014-02-15,-4.142659588232797
37,2014-02-16,-3.103243297065022
38,2014-02-17,0.04465686068639196
39,2014-02-18,1.935562406844469
40,2014-02-19,2.6563151251634354
41,2014-02-20,1.3845759918276814
42,2014-02-21,0.8103468943110628
43,2014-02-22,-3.7979519181572488
44,2014-02-23,-2.6460478911717855
45,2014-02-24,2.1719187507971767
46,2014-02-25,3.40514530130206
47,2014-02-26,2.9562111421613517
48,2014-02-27,1.7605742490507788
49,2014-02-28,0.7571346261880886
50,2014-03-01,-2.9007167856161233
51,2014-03-02,-2.915426459223893
52,2014-03-03,1.8536729930999267
53,2014-03-04,1.6197810883825223
54,2014-03-05,0.6427281779017499
55,2014-03-06,0.3543382112649531
56,2014-03-07,-0.5676304826633946
57,2014-03-08,-4.2331271357064
58,2014-03-09,-2.965375366627078
59,2014-03-10,1.3949261204639003
60,2014-03-11,1.2369780538758048
61,2014-03-12,0.8107441112958909
62,2014-03-13,0.6054441650519959
63,2014-03-14,0.7050161078283088
64,2014-03-15,-4.302774970631698
65,2014-03-16,-2.872393943308908
66,2014-03-17,1.5792930929885687
67,2014-03-18,1.0394393756363356
68,2014-03-19,2.103219428072217
69,2014-03-20,0.9576062461191416
70,2014-03-21,0.6908212354284192
71,2014-03-22,-3.7606932317946016
72,2014-03-23,-3.1696497966180313
73,2014-03-24,2.4356499920609354
74,2014-03-25,2.2657093282720764
75,2014-03-26,1.3026296820344947
76,2014-03-27,1.152602567241737
77,2014-03-28,-0.1157252753208592
78,2014-03-29,-4.448742629753524
79,2014-03-30,-3.4260847502452685
80,2014-03-31,1.8850611489335907
81,2014-04-01,1.1853090035981584
82,2014-04-02,2.159626038776202
83,2014-04-03,1.053955684034384
84,2014-04-04,1.2959736994597033
85,2014-04-05,-3.789613986660435
86,2014-04-06,-3.4979072811573513
87,2014-04-07,2.278795658054401
88,2014-04-08,1.3363479417619262
89,2014-04-09,0.5457159240614204
90,2014-04-10,1.3832839863847661
91,2014-04-11,1.629783483190342
92,2014-04-12,-3.9478546768892686
93,2014-04-13,-3.6914430891864844
94,2014-04-14,1.611728997762153
95,2014-04-15,2.4434900270818583
96,2014-04-16,1.3985517017571207
97,2014-04-17,0.9085953701361241
98,2014-04-18,-2.3056360138422947
99,2014-04-19,-4.055953553719294
100,2014-04-20,-3.310512531016539
101,2014-04-21,1.533753246181494
102,2014-04-22,1.8174535824855536
103,2014-04-23,0.8995004544699038
104,2014-04-24,1.231441945478349
105,2014-04-25,0.5992270723658872
106,2014-04-26,-3.588986131438341
107,2014-04-27,-2.4376154596279576
108,2014-04-28,2.290205025247544
109,2014-04-29,1.9712229981128366
110,2014-04-30,1.4609689324614317
111,2014-05-01,1.1595134325047112
112,2014-05-02,0.6046960685993202
113,2014-05-03,-4.276875230713198
114,2014-05-04,-3.66667173320862
115,2014-05-05,2.1182520509006446
116,2014-05-06,2.2180702052316668
117,2014-05-07,2.232629394026687
118,2014-05-08,1.7659894068879607
119,2014-05-09,0.6088327274484595
120,2014-05-10,-3.415274785044224
121,2014-05-11,-3.1134487737751826
122,2014-05-12,2.1617990809269556
123,2014-05-13,1.963386313771958
124,2014-05-14,0.47318009709964387
125,2014-05-15,0.49326984357099535
126,2014-05-16,0.16173353817527797
127,2014-05-17,-3.570230524051746
128,2014-05-18,-3.0993413541794705
129,2014-05-19,1.5149805932580998
130,2014-05-20,1.5546748326521156
131,2014-05-21,0.2515180815074073
132,2014-05-22,1.1470737964186504
133,2014-05-23,0.5684102648428256
134,2014-05-24,-4.369906339267701
135,2014-05-25,-3.6171924315992854
136,2014-05-26,-1.186410428252745
137,2014-05-27,2.345001768628457
138,2014-05-28,1.3941236968217934
139,2014-05-29,1.2973199002395488
140,2014-05-30,1.379479162854434
141,2014-05-31,-2.9107480672367494
142,2014-06-01,-3.0551287872546236
143,2014-06-02,2.129401427534642
144,2014-06-03,2.160331187973441
145,2014-06-04,1.139118223522966
146,2014-06-05,1.0216691779082934
147,2014-06-06,1.0877388414143092
148,2014-06-07,-3.8524048817094534
149,2014-06-08,-3.0704855097123858
150,2014-06-09,1.8634906499198243
151,2014-06-10,2.0477250082822795
152,2014-06-11,0.8656154810625988
153,2014-06-12,1.7247570664880407
