Model,shift,rmse SENT TWO,rmse ISENTVAL,rmse GSENTVAL,rmse GSENT,rmse ISENT,rmse DIFF,rmse NO SENT,pc SENT TWO,pc ISENTVAL,pc GSENTVAL,pc GSENT,pc ISENT,pc DIFF,pc NO SENT,DM SENT TWO,DM ISENTVAL,DM GSENTVAL,DM GSENT,DM ISENT,DM DIFF,DM NO SENT,pval SENT TWO,pval ISENTVAL,pval GSENTVAL,pval GSENT,pval ISENT,pval DIFF,pval NO SENT
MR,7,0.012358332732246102,0.012360159508636687,0.012356707967694665,0.012347290448494894,0.0123558760431863,0.012358615581862785,0.012358848749475185,-4.175285575085692e-05,0.00010605835446910689,-0.00017321854356465606,-0.0009352247296320308,-0.00024053262153658466,-1.886645084236345e-05,0.0,0.00012735817717671785,-0.0003235321655501632,0.0005283307336220715,0.0028514233678568752,0.0007336202473336706,5.754874543151911e-05,0.0,0.999898388599826,0.9997418732225376,0.9995784768246891,0.9977250245300975,0.9994146887487441,0.9999540853304927,1.0
MR,1,0.0121858785908738,0.0121859067799795,0.0121914518985823,0.0121923282238975,0.0121900729467487,0.012175227160782,0.0121911338571967,-0.000431072809508,-0.0004287605466729,2.608792498741988e-05,9.797010801216696e-05,-8.702311536263277e-05,-0.0013047757986254,0.0,0.0012809310457958,0.0012740616368083,-7.753799048577224e-05,-0.0002911952507432,0.0002586336280414,0.0038754327601293,0.0,0.9989780225005592,0.9989835031840302,0.9999381371046602,0.999767672840491,0.9997936517982956,0.9969080332141788,1.0
MR,3,0.012365423937322,0.0123690949379001,0.0123702157160942,0.0123697117667028,0.0123679894780325,0.0123607335961183,0.0123715877007884,-0.0004982192759307,-0.000201490944297,-0.0001108980292057,-0.0001516324445165,-0.0002908456734002,-0.0008773412865543,0.0,0.0015238718982225,0.0006163794469258,0.0003392630609521,0.0004638696726521,0.000889683948287,0.0026829565848244,0.0,0.998784194900682,0.999508228009058,0.9997293224504238,0.9996299063509329,0.999290174877312,0.9978594331653652,1.0
MR,5,0.0123586866588452,0.0123637914086447,0.0123579711656274,0.0123601606848635,0.0123569524302972,0.0123613795368945,0.0123617411103772,-0.0002470891037641,0.0001658583729608,-0.0003049687512529,-0.0001278481323543,-0.0003873790946793,-2.9249397749569914e-05,0.0,0.0007543087832521,-0.0005064336578975,0.0009309756482627,0.0003903156909787,0.0011825000360479,8.930176205773922e-05,0.0,0.9993981825738024,0.9995959471463404,0.9992572307878136,0.9996885906593168,0.999056554761675,0.9999287515102356,1.0
